@RELATION segment_classifier
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {high2,neutral2,low2}

@DATA
0.160211,0.016539,2.806918,0.281457,0.259844,1.409726,0.014674,0.312596,-26.781253,2.183314,0.299172,0.267358,-0.167946,0.259527,0.284691,-0.160925,-0.009057,0.039430,0.034361,-0.075833,-0.005217,0.008459,0.035731,0.005857,0.075346,0.004348,0.011724,0.006670,0.026688,0.004604,0.011195,0.045836,0.001547,0.029333,0.000486,-0.000000,0.003875,-0.000259,-0.000157,0.004795,0.000043,-0.000586,-0.023661,0.003215,-0.000404,0.002371,0.002996,0.004367,-0.001333,-0.002538,0.000907,-0.000369,0.001728,0.000309,0.001341,-0.000004,0.000020,-0.000038,0.000657,-0.000005,0.000161,0.000095,0.000336,0.000022,0.000016,-0.000792,0.000003,0.000060,0.084267,0.014412,0.316186,0.077367,0.036361,0.599605,0.008512,0.222039,3.099881,0.776545,0.682972,0.432279,0.440890,0.364614,0.384433,0.329080,0.272390,0.231126,0.217770,0.230214,0.186412,0.010424,0.026502,0.006544,0.046206,0.006005,0.008455,0.008629,0.020201,0.006532,0.011340,0.032070,0.001459,0.011469,0.085876,0.014284,0.431730,0.087426,0.039555,0.637306,0.010875,0.263648,2.346828,0.838244,0.662079,0.450611,0.493179,0.427407,0.406018,0.391086,0.308746,0.303566,0.279935,0.261585,0.262296,0.013474,0.026117,0.008745,0.052562,0.007220,0.010643,0.010393,0.028773,0.007985,0.014233,0.031970,0.001788,0.012252,neutral2
0.158504,0.010676,2.775254,0.294482,0.266854,1.417656,0.014903,0.331933,-29.207092,2.103641,0.344317,0.224746,0.115256,0.161645,0.173104,-0.071725,0.039376,0.076632,0.053152,-0.134535,-0.028324,0.005907,0.032992,0.007713,0.078050,0.003674,0.009349,0.002846,0.024365,0.002343,0.014164,0.055382,0.002124,0.030518,-0.001125,-0.000016,0.045054,-0.001916,-0.001410,-0.001927,0.000759,-0.006092,-0.486341,-0.013210,-0.067656,0.007357,0.124811,0.045121,-0.035001,-0.037558,-0.080348,-0.023532,0.034490,-0.080937,-0.020773,-0.002768,0.000822,-0.000781,-0.007273,-0.000067,-0.000841,0.000518,-0.002250,0.000161,0.001755,0.008715,0.000021,-0.000625,0.079256,0.011883,0.378514,0.086959,0.034086,0.573535,0.008554,0.220554,3.018572,0.798604,0.511981,0.396025,0.385726,0.288801,0.290857,0.294488,0.217667,0.203009,0.172983,0.208669,0.188623,0.004993,0.025699,0.009483,0.039283,0.004670,0.006117,0.002003,0.018917,0.002221,0.010258,0.030791,0.002875,0.010698,0.085672,0.011711,0.515246,0.099694,0.036652,0.566762,0.011921,0.254071,2.016294,0.808959,0.499558,0.462572,0.439070,0.323356,0.329723,0.350454,0.272763,0.271277,0.227541,0.265297,0.268820,0.006428,0.026017,0.011503,0.045310,0.006044,0.007622,0.002300,0.026359,0.002736,0.014249,0.034285,0.003602,0.012377,neutral2
0.160983,0.007876,2.750754,0.280037,0.250213,1.465541,0.015485,0.301029,-28.038566,2.125752,0.153104,0.290129,-0.228899,0.271689,0.250551,-0.049750,0.067892,0.038332,0.000800,-0.072731,0.008638,0.009957,0.025380,0.009518,0.082212,0.006737,0.010761,0.004171,0.022686,0.004444,0.009170,0.052877,0.002043,0.031328,0.002504,-0.000030,0.003831,-0.001640,-0.000371,-0.010830,0.000180,-0.005490,-0.134633,0.000580,0.000916,-0.014370,-0.009233,0.006870,0.002239,0.006635,0.010390,0.003756,0.001040,-0.003957,0.006570,-0.000037,-0.000031,-0.000042,0.005109,-0.000020,-0.000139,0.000003,-0.000051,-0.000046,-0.000312,-0.001838,-0.000047,0.000970,0.076842,0.008571,0.341972,0.081747,0.039459,0.546646,0.008128,0.194174,3.108434,0.863587,0.558984,0.377378,0.398534,0.347586,0.280422,0.294654,0.273121,0.248664,0.249727,0.220267,0.211238,0.010726,0.018770,0.011291,0.059046,0.006519,0.007895,0.007006,0.017583,0.005822,0.006388,0.037518,0.002300,0.013041,0.083548,0.008873,0.475776,0.087084,0.035843,0.588395,0.009295,0.209316,2.079384,0.868655,0.643205,0.507440,0.364150,0.367003,0.310304,0.375307,0.314946,0.315299,0.310919,0.285888,0.334841,0.013594,0.022570,0.016539,0.071758,0.007225,0.010188,0.009159,0.025123,0.008176,0.007839,0.033641,0.003052,0.016944,neutral2
0.193625,0.012600,2.773685,0.310517,0.260353,1.570131,0.015789,0.372279,-26.724600,1.874235,0.297158,0.258260,-0.290593,0.231798,0.287162,-0.094907,-0.060328,0.092515,-0.021710,-0.041362,0.050682,0.007112,0.043196,0.005910,0.073340,0.004669,0.012096,0.004443,0.020548,0.008226,0.008871,0.030748,0.001785,0.027317,0.000043,-0.000060,0.016234,0.000693,-0.000609,0.019120,0.000169,0.002941,-0.010797,-0.013211,-0.036224,-0.000588,0.006574,-0.008334,0.006679,0.003166,-0.016673,0.002721,-0.004783,0.001711,-0.003503,-0.000076,-0.000314,-0.000176,-0.005163,0.000011,0.000204,0.000222,-0.000068,0.000192,-0.000148,0.001253,-0.000019,-0.001096,0.089939,0.011938,0.323850,0.074888,0.036640,0.527839,0.011329,0.222331,2.739245,0.701633,0.863244,0.587962,0.452360,0.351786,0.353124,0.353229,0.288483,0.268752,0.200643,0.194762,0.195471,0.006246,0.031756,0.007032,0.056129,0.005277,0.010728,0.004963,0.013447,0.013870,0.006659,0.017045,0.002148,0.014022,0.103180,0.010572,0.441960,0.084849,0.038899,0.632330,0.013562,0.270654,2.161889,0.882819,0.772289,0.566679,0.455727,0.377765,0.345096,0.375077,0.308994,0.293277,0.266675,0.219051,0.257457,0.007453,0.031139,0.009764,0.052876,0.007208,0.013218,0.006180,0.017399,0.013330,0.007861,0.020809,0.002740,0.013578,neutral2
0.139025,0.009155,2.849305,0.290845,0.287191,1.058705,0.021541,0.252229,-31.315461,1.544341,0.555024,0.019421,0.287994,0.173416,0.113950,0.104975,0.036883,0.028045,0.056102,0.105465,0.036401,0.002623,0.009478,0.004803,0.382131,0.002418,0.009401,0.003759,0.021779,0.002592,0.005627,0.025291,0.001105,0.107258,0.000434,-0.000000,0.003647,0.001351,0.000647,0.001307,0.000335,-0.001319,-0.015267,-0.009259,0.002749,-0.008097,-0.013759,0.003572,0.008963,0.001761,-0.001867,0.002465,0.000776,-0.004971,0.006618,-0.000004,0.000095,0.000025,-0.005583,0.000009,-0.000028,0.000006,-0.000318,0.000005,0.000008,-0.001031,0.000009,-0.001550,0.095849,0.009227,0.234537,0.070407,0.028714,0.496575,0.016655,0.212876,2.327394,0.700187,0.587442,0.333967,0.314843,0.270362,0.252254,0.234624,0.213114,0.202908,0.202071,0.216406,0.177490,0.002909,0.010803,0.005442,0.205673,0.002693,0.008735,0.005378,0.019206,0.003749,0.006111,0.020132,0.001063,0.055302,0.096176,0.006878,0.322421,0.069558,0.029531,0.541219,0.024232,0.239285,1.396871,0.628299,0.545419,0.389269,0.395104,0.301500,0.340927,0.274252,0.284742,0.267539,0.284765,0.319668,0.227505,0.003828,0.014332,0.007392,0.230873,0.003697,0.010856,0.006190,0.021033,0.004412,0.007236,0.023475,0.001364,0.062860,neutral2
0.162811,0.019606,2.902818,0.302758,0.289389,0.987814,0.020558,0.316013,-29.944027,1.749658,0.927014,0.037427,0.442746,-0.021639,0.059781,0.116520,0.017879,0.012862,0.080018,0.041950,0.074841,0.002348,0.020226,0.002151,0.333972,0.001931,0.005057,0.001823,0.015393,0.001120,0.006617,0.019897,0.001141,0.093228,0.002819,-0.000001,0.008121,0.002602,0.000347,0.024669,0.000429,0.011216,-0.012583,-0.007706,-0.005481,-0.009991,-0.004749,-0.005328,-0.002527,-0.000760,-0.000283,0.001598,0.012628,0.004801,-0.006878,0.000018,0.000114,0.000036,-0.004141,0.000002,-0.000049,0.000024,0.000011,0.000057,0.000188,0.000592,0.000004,-0.001165,0.110871,0.014949,0.243672,0.087472,0.031823,0.573877,0.015177,0.248124,1.816600,0.728915,0.526651,0.306396,0.268523,0.286851,0.234363,0.247429,0.188376,0.221402,0.228962,0.218225,0.203003,0.002231,0.020174,0.002779,0.175086,0.002807,0.004536,0.002004,0.014690,0.001281,0.006021,0.015693,0.001845,0.047641,0.113431,0.015626,0.320244,0.093264,0.030995,0.580689,0.022158,0.267136,1.523530,0.741649,0.533192,0.432283,0.349692,0.356250,0.308702,0.313803,0.254733,0.287671,0.285112,0.294659,0.258030,0.003120,0.019623,0.003168,0.189068,0.003623,0.005346,0.002391,0.017060,0.001858,0.008163,0.018752,0.002410,0.051901,neutral2
0.109561,0.009242,2.809028,0.256751,0.261146,1.006094,0.029862,0.210897,-30.240010,1.893169,0.255300,0.061678,0.382733,0.226042,0.121501,0.140593,0.043874,0.017531,-0.026448,0.078045,0.029983,0.004289,0.015318,0.002815,0.354656,0.003596,0.007682,0.002374,0.024214,0.004265,0.003955,0.019590,0.002360,0.100329,0.003000,-0.000000,-0.001955,0.001267,0.000170,0.010086,0.000448,0.004851,-0.011006,-0.008784,0.009024,0.020250,0.007377,0.004426,-0.003510,0.005579,0.002523,-0.002067,-0.005446,-0.000891,0.001837,0.000005,0.000195,-0.000000,-0.009190,0.000002,0.000014,0.000003,0.000353,-0.000002,-0.000009,0.000170,0.000019,-0.002554,0.070280,0.010648,0.327399,0.080220,0.038346,0.559480,0.022896,0.194968,2.218543,0.718360,0.482686,0.364430,0.295535,0.317894,0.237077,0.248703,0.240797,0.236750,0.185507,0.191807,0.187540,0.003952,0.016457,0.002762,0.198026,0.004759,0.007369,0.003358,0.022203,0.005965,0.004670,0.015168,0.003508,0.053482,0.092639,0.011133,0.461392,0.098674,0.038299,0.694977,0.030486,0.256775,1.793362,0.799893,0.520487,0.439279,0.401289,0.362338,0.332721,0.314027,0.328109,0.298279,0.255046,0.270974,0.257845,0.004446,0.013852,0.003482,0.266063,0.005955,0.009620,0.004799,0.022173,0.008039,0.005322,0.019554,0.004071,0.073173,neutral2
0.088365,0.014148,2.846250,0.241178,0.265754,0.804186,0.028256,0.145139,-30.980187,1.918912,0.270625,0.156936,0.279863,0.152146,0.122388,0.132142,-0.030094,0.040132,0.046351,0.055628,0.038221,0.005869,0.011815,0.004978,0.397139,0.003267,0.007580,0.001985,0.028215,0.002085,0.004175,0.027728,0.000840,0.114433,-0.000711,-0.000001,0.002127,0.000806,0.000782,-0.003115,-0.000020,-0.001021,-0.040320,-0.015382,0.009001,0.004133,0.005367,0.000923,-0.002469,-0.001156,0.008648,0.006048,0.007832,0.000205,0.000170,-0.000023,-0.000011,0.000005,0.007834,-0.000010,-0.000085,-0.000010,-0.000163,-0.000000,-0.000020,-0.000710,0.000001,0.002185,0.049518,0.018777,0.297179,0.057714,0.036154,0.409066,0.023692,0.150804,2.412541,0.624354,0.512608,0.322978,0.281932,0.235668,0.243621,0.216126,0.222485,0.224288,0.196369,0.198136,0.190612,0.008702,0.011629,0.006457,0.199289,0.004494,0.008328,0.002526,0.031355,0.003163,0.004542,0.023938,0.001071,0.051963,0.061798,0.019045,0.451150,0.067979,0.034903,0.517610,0.031079,0.197549,1.922781,0.685846,0.507413,0.380506,0.307214,0.324398,0.301846,0.258906,0.280153,0.271500,0.280450,0.265901,0.282430,0.010491,0.013768,0.008913,0.273310,0.005917,0.010047,0.003008,0.032022,0.004254,0.005861,0.030254,0.001532,0.073714,neutral2
0.102106,0.007402,2.851435,0.246338,0.263797,0.886282,0.027473,0.178407,-29.772346,2.084592,0.419431,0.068201,0.377249,0.181743,0.132695,0.092317,-0.042608,-0.014007,-0.001136,0.077363,0.017950,0.003675,0.015996,0.003597,0.318366,0.002699,0.010676,0.002881,0.026675,0.002061,0.004754,0.029436,0.000978,0.091465,-0.000167,-0.000000,-0.003857,-0.000201,-0.000072,-0.000849,-0.000256,-0.000054,0.006143,0.004716,0.000150,-0.000978,-0.000472,0.000766,-0.000258,0.002538,0.005455,0.000789,-0.003309,-0.002070,0.000100,0.000001,0.000002,-0.000000,0.001204,-0.000002,-0.000009,-0.000001,0.000028,-0.000002,-0.000005,-0.000011,0.000002,0.000332,0.067501,0.006892,0.282797,0.070699,0.035065,0.518669,0.023593,0.179075,2.354811,0.651070,0.596844,0.382802,0.337428,0.290483,0.267405,0.238388,0.235326,0.211971,0.203552,0.210485,0.194969,0.005180,0.017173,0.004135,0.204661,0.003702,0.011303,0.004212,0.024457,0.003383,0.005174,0.025557,0.001389,0.053868,0.075031,0.006450,0.399934,0.085458,0.041506,0.589828,0.029816,0.231075,2.086630,0.735309,0.559852,0.423817,0.391102,0.336702,0.317978,0.295878,0.283508,0.275318,0.275296,0.279808,0.266799,0.007086,0.019369,0.004963,0.233275,0.004360,0.013836,0.005396,0.027711,0.003949,0.006531,0.025307,0.001863,0.063520,neutral2
0.126945,0.013280,2.887635,0.268058,0.265585,1.094246,0.023029,0.247222,-28.906606,1.922208,0.341007,0.027240,0.374408,0.191636,0.133345,0.140181,-0.024096,0.083885,0.007577,0.084759,0.002129,0.005185,0.014723,0.003702,0.291593,0.003957,0.011105,0.002929,0.034570,0.003371,0.005893,0.025097,0.001339,0.084079,0.000410,-0.000000,-0.000445,0.000242,0.000141,0.001549,0.000055,0.001688,-0.006567,-0.003684,-0.000722,0.001902,0.000683,-0.001882,-0.001203,0.000040,0.001409,0.002711,0.003852,0.002907,0.002923,-0.000004,-0.000665,-0.000006,0.000794,-0.000007,0.000003,-0.000002,0.000085,0.000003,-0.000031,0.000034,0.000003,0.000169,0.083817,0.012070,0.256971,0.078661,0.039511,0.524852,0.018640,0.222797,2.128023,0.802632,0.694896,0.397277,0.379561,0.302899,0.287089,0.238925,0.288419,0.243929,0.231784,0.202743,0.210109,0.006215,0.015288,0.003893,0.186451,0.004946,0.012545,0.003791,0.027031,0.004764,0.005459,0.020298,0.001451,0.048639,0.092475,0.012087,0.384842,0.080097,0.039650,0.545594,0.023977,0.240503,1.807531,0.799219,0.616070,0.487941,0.399888,0.350895,0.311773,0.320258,0.338884,0.307567,0.306094,0.270480,0.272683,0.007985,0.017536,0.005060,0.225848,0.005856,0.014692,0.004688,0.029887,0.005365,0.007215,0.024289,0.001964,0.060836,neutral2
0.111467,0.006508,2.872325,0.248247,0.258747,0.888525,0.027530,0.188017,-31.310741,2.098502,0.387451,0.078721,0.442871,0.126920,0.071836,0.146982,-0.054657,-0.000248,-0.025468,0.073205,-0.028734,0.003692,0.015617,0.004095,0.312820,0.002086,0.008535,0.002911,0.032655,0.002221,0.003612,0.030146,0.001162,0.091558,0.005287,-0.000000,0.012758,0.002260,-0.000247,0.034089,-0.002837,0.013598,-0.026617,-0.025637,-0.006974,0.013872,-0.004823,0.012475,0.020190,0.014825,-0.010137,0.006913,-0.004771,-0.021217,-0.004702,0.000041,0.000170,0.000083,0.004157,0.000097,-0.000129,0.000125,0.000123,-0.000014,0.000028,-0.001573,-0.000021,0.001080,0.075775,0.007617,0.286220,0.074749,0.036157,0.548578,0.019345,0.185327,2.119878,0.778996,0.537584,0.369744,0.333603,0.301593,0.230832,0.272061,0.254616,0.210715,0.198801,0.173436,0.200104,0.004036,0.014692,0.005096,0.191722,0.002675,0.009781,0.004340,0.027715,0.003020,0.003439,0.028511,0.001950,0.049576,0.086696,0.007397,0.385740,0.082424,0.038181,0.595775,0.023568,0.206057,1.693369,0.838042,0.477792,0.423702,0.397658,0.324125,0.303683,0.326031,0.304402,0.287566,0.248886,0.274790,0.263443,0.004414,0.016022,0.006593,0.242859,0.003505,0.011164,0.005584,0.033725,0.003702,0.004585,0.032327,0.002459,0.065159,neutral2
0.161637,0.006755,2.862127,0.289901,0.273528,0.981490,0.023690,0.247018,-30.647399,1.883699,0.367667,0.039651,0.465701,0.033716,0.176544,0.150741,0.028765,0.002023,0.101243,0.076211,-0.013174,0.005667,0.013435,0.004843,0.326567,0.003089,0.007803,0.002815,0.033528,0.001483,0.005806,0.019458,0.001458,0.094007,0.000195,-0.000000,0.000398,0.000782,0.000040,0.010416,0.000201,0.001562,0.026136,0.011260,0.003953,0.006223,0.006542,0.001015,0.003253,0.017396,0.014608,0.004704,-0.001673,-0.003947,-0.000136,0.000023,0.000035,0.000014,-0.009875,0.000002,0.000013,0.000000,0.000565,0.000009,0.000021,0.000806,0.000026,-0.002743,0.115394,0.007789,0.287969,0.096326,0.037205,0.413464,0.015800,0.195987,1.856229,0.795010,0.569380,0.282091,0.302068,0.249855,0.248729,0.300447,0.242906,0.246626,0.214033,0.185148,0.189676,0.006259,0.012040,0.006134,0.178555,0.004239,0.008267,0.004374,0.028601,0.002296,0.006854,0.017857,0.001971,0.047560,0.104802,0.007350,0.377591,0.084224,0.037233,0.468766,0.022660,0.205133,1.658916,0.791332,0.481102,0.387182,0.332672,0.312556,0.301842,0.320941,0.298102,0.287023,0.279037,0.243511,0.253566,0.009077,0.014677,0.008420,0.230502,0.005473,0.009202,0.005477,0.031127,0.003167,0.007876,0.023447,0.002418,0.061587,neutral2
0.102710,0.015498,2.851724,0.260179,0.274617,0.870022,0.031550,0.194024,-29.225789,1.967776,0.566335,0.115251,0.397163,0.176338,0.090147,0.062076,-0.064275,0.055314,0.064116,0.103832,0.060356,0.003043,0.012060,0.002853,0.350227,0.002912,0.009202,0.001954,0.027498,0.001655,0.006144,0.026129,0.001515,0.099117,-0.001781,-0.000000,0.000949,0.000507,-0.000071,0.010138,0.000241,0.000980,0.021774,0.006685,-0.011713,-0.007616,0.000429,0.000029,0.005673,0.008818,-0.000021,-0.005435,-0.000053,0.001830,0.004714,0.000046,-0.000232,0.000024,-0.008223,0.000006,0.000040,0.000001,0.000279,0.000014,0.000010,0.000879,0.000003,-0.002265,0.061314,0.013074,0.262270,0.067665,0.034989,0.454709,0.028294,0.181409,2.152196,0.581233,0.623143,0.369062,0.294346,0.320571,0.251083,0.268862,0.234339,0.242696,0.167632,0.191564,0.169037,0.004293,0.012545,0.003781,0.223986,0.004564,0.009686,0.002605,0.022868,0.002343,0.007647,0.019088,0.002373,0.059657,0.076638,0.012142,0.364844,0.082466,0.036409,0.570979,0.034866,0.248781,1.827521,0.682439,0.532640,0.412538,0.330874,0.382997,0.321405,0.315877,0.282978,0.329291,0.249936,0.249850,0.226164,0.006179,0.015208,0.004709,0.293977,0.006322,0.009864,0.003096,0.025424,0.002934,0.007617,0.027029,0.002925,0.079863,neutral2
0.139584,0.007998,2.881460,0.269243,0.260305,0.970510,0.026548,0.220672,-29.835001,1.861871,0.471421,0.084585,0.413329,0.109485,0.174852,0.112219,-0.049988,0.041699,0.059598,0.088856,0.047037,0.002547,0.013355,0.003144,0.322984,0.003541,0.007774,0.002858,0.025165,0.002318,0.004215,0.025420,0.001625,0.090587,0.000273,-0.000000,0.001181,0.000399,0.000050,0.004178,0.000001,0.000446,-0.003794,-0.003716,-0.001955,0.002509,0.003560,0.005045,-0.000710,0.000102,0.003907,0.000205,-0.001166,0.000978,0.000802,0.000004,0.000022,0.000009,-0.004741,0.000010,0.000016,0.000002,0.000089,0.000003,-0.000007,0.000568,0.000001,-0.001316,0.130611,0.005919,0.263847,0.111615,0.038033,0.623630,0.021766,0.229741,1.866504,1.034565,0.626959,0.400964,0.331912,0.339501,0.226543,0.261753,0.239069,0.219248,0.197137,0.193069,0.185038,0.002545,0.013627,0.003907,0.185664,0.004660,0.008419,0.004020,0.021116,0.003159,0.003768,0.022743,0.002299,0.050072,0.115438,0.006059,0.333395,0.096882,0.037035,0.631918,0.026609,0.229311,1.654816,0.845368,0.561426,0.439911,0.361871,0.369823,0.292832,0.348384,0.299215,0.260112,0.261199,0.259950,0.258409,0.003426,0.013855,0.004570,0.264682,0.005102,0.010513,0.005537,0.022338,0.003675,0.005321,0.025832,0.002997,0.071227,neutral2
0.117838,0.035158,2.860425,0.252346,0.262016,1.071050,0.017432,0.202365,-26.893914,2.425187,0.544563,-0.113293,0.139659,0.285039,0.052146,0.182573,0.032645,0.025271,-0.170203,0.021635,-0.053286,0.006524,0.039225,0.004899,0.203508,0.004249,0.012198,0.002267,0.035236,0.001423,0.005253,0.035889,0.001000,0.064244,-0.001594,-0.000381,0.005044,-0.000640,0.000118,-0.007096,0.000235,-0.000723,-0.013626,-0.006795,-0.013509,-0.000775,0.006230,0.010946,0.015487,-0.002904,-0.007165,-0.010517,0.002243,0.008889,0.002533,-0.000061,-0.000364,-0.000061,0.006597,-0.000016,-0.000305,0.000051,0.000048,-0.000004,-0.000045,-0.001008,-0.000001,0.001597,0.073071,0.032493,0.265825,0.069330,0.034584,0.556078,0.009519,0.190232,2.948462,0.796678,0.574616,0.334144,0.436464,0.370217,0.273517,0.280785,0.275338,0.201177,0.264448,0.248268,0.218263,0.006742,0.025249,0.004778,0.188728,0.005501,0.013216,0.003072,0.038359,0.002123,0.005081,0.033531,0.000975,0.047762,0.090084,0.032447,0.381473,0.081762,0.036148,0.585582,0.013012,0.217855,1.937610,0.930543,0.726292,0.457589,0.480133,0.342624,0.351061,0.352491,0.379011,0.303214,0.277719,0.300342,0.300635,0.010194,0.022441,0.005248,0.202633,0.006808,0.013657,0.004673,0.051325,0.002791,0.006793,0.032514,0.001163,0.051462,neutral2
